mid. mid. mid. fin. +3 -3 -1 eos +3 -3 mid. -2 -3	0 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5	0 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5
+2 mid. mid. -2 -3 ini. +1 +1 +3 fin. ini. rep. +3 +1 mid. -1	0 2 7 8 11 14 7 8 11 14 7 8 11 14 7 8 11 14 7 8 11 14 7 8	0 2 7 8 11 14 7 8 11 14 7 8 11 14 7 8 11 14 7 8 11 14 7 8
+1 mid. +1 +2 -1 eos +1 eos ini. -1 +3 fin. eos -3 mid. -1	0 1 7	0 1 7
mid. mid. +2 ini. -2 rep. eos rep. +3 -1 -3 rep. -3 mid. -3	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
mid. +2 +1 rep. eos rep. -1 +1 rep. eos +3 eos fin. -2 -2 -2	0 7 8 9	0 7 8 9
+2 +2 -1 rep. -1 eos eos rep. eos eos -3 mid. mid.	0 2 1 3 5	0 2 1 3 5
+3 mid. -1 +1 eos +2 +1 +2 -1 -1 +1 -2 +1 -1	0 3 4	0 3 4
mid. +1 +3 fin. -3 -3 eos ini. +1 +1 mid. mid.	0 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5	0 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5
mid. -1 -1 fin. eos eos eos -3 rep. eos -2 mid. -2	0 6	0 6
mid. +2 +2 -2 +1 ini. ini. +1 +3 +2 +2 eos +1 -3 mid.	0 7 8 11	0 7 8 11
mid. +1 +3 -1 eos +3 -1 rep. -2 eos rep. -3 +3 +3 +3 -3 +1 mid.	0 8 6 5 8 6 5 8 6 5 8 6 5 8 6 5 8 6 5 8 6 5 8 6	0 8 6 5 8 6 5 8 6 5 8 6 5 8 6 5 8 6 5 8 6 5 8 6
mid. mid. -1 eos +1 -2 -1 ini. eos -1 -2 rep. rep. rep. +3 -2 -2 mid.	0 8	0 8
+1 -1 +2 ini. fin. fin. -1 ini. eos -3 fin. +1 -1 ini. +2 +2 -3 mid.	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
+1 +3 +3 eos -1 eos -3 eos -1 +2 rep. -3 ini. -2 eos +3 +1 +1 mid.	0 1 4 3	0 1 4 3
+3 +1 mid. rep. -3 -2 -3 +1 +1 -2 eos -3 fin. -1 -2 -1	0 3 6 3 0 3 6 3 0 3 6 3 0 3 6 3 0 3 6 3 0 3 6 3	0 3 6 3 0 3 6 3 0 3 6 3 0 3 6 3 0 3 6 3 0 3 6 3
mid. +2 +2 -1 eos eos eos ini. eos rep. -2 +1 mid. -1	0 6	0 6
+3 mid. +1 -2 eos -1 -1 +3 mid. +1 mid.	0 3 1 5 4	0 3 1 5 4
+3 mid. -1 eos rep. -3 -1 -2 -2 mid. -1	0 3	0 3
mid. +2 mid. eos -2 -3 -3 -2 eos -3 mid. +1 -2	0 6 3	0 6 3
+1 mid. +1 +2 eos -1 rep. ini. -3 +1 -1 -2 +3 +3 fin. -3 +1 -1 mid.	0 1 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10	0 1 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10
mid. +1 -2 +2 -1 -2 -2 -2 -2 +1 mid. mid. mid.	0 6 4 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3	0 6 4 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3 5 3
mid. +1 -2 fin. -1 -1 -2 +1 +1 +1 mid.	0 5 4 3 10 5 4 3 10 5 4 3 10 5 4 3 10 5 4 3 10 5 4 3	0 5 4 3 10 5 4 3 10 5 4 3 10 5 4 3 10 5 4 3 10 5 4 3
+3 mid. +2 ini. eos eos eos +2 -2 -3 -2 +2 mid. mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
+2 +3 mid. eos ini. fin. -1 eos -1 +1 -2 +3 +1 -2 -3	0 2 7	0 2 7
mid. -1 -1 rep. rep. -1 +1 -3 eos -3 eos +1 fin. -1 rep. mid. -2 -1	0 8	0 8
+1 mid. mid. +1 -3 eos fin. ini. +3 +2 ini. eos mid. mid. mid.	0 1 7 0 1 7 0 1 7 0 1 7 0 1 7 0 1 7 0 1 7 0 1 7	0 1 7 0 1 7 0 1 7 0 1 7 0 1 7 0 1 7 0 1 7 0 1 7
+3 -1 +2 +3 +2 eos ini. ini. +1 +3 +3 -3 fin. +3 rep. fin. mid. mid. -1	0 3 6 0 3 6 0 3 6 0 3 6 0 3 6 0 3 6 0 3 6 0 3 6	0 3 6 0 3 6 0 3 6 0 3 6 0 3 6 0 3 6 0 3 6 0 3 6
+3 mid. +3 eos eos +2 +3 eos +1 +1 -3	0 3	0 3
mid. +2 -2 eos rep. eos ini. eos -3 -2 -1	0 5	0 5
+2 +2 +2 -3 ini. +2 +3 -3 +1 +1 +2 -3 +3 -1 -3 +3 -2 mid. -3	0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4	0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4
mid. mid. mid. rep. +1 rep. +3 -1 -1 -1 fin. eos eos rep. -1 mid. -1 -2	0 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6	0 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6
+3 mid. -2 +2 fin. -1 eos rep. rep. -2 fin. eos -2 -3 +2 +1 mid. mid. mid.	0 3 5 4 18 9 7 5 4 18 9 7 5 4 18 9 7 5 4 18 9 7 5 4	0 3 5 4 18 9 7 5 4 18 9 7 5 4 18 9 7 5 4 18 9 7 5 4
+3 mid. mid. -3 -2 rep. eos +2 +3 ini. -1 +1 -1 -1	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
mid. mid. +3 eos +1 -3 fin. +2 -3 eos ini. eos +2 +3 +2 mid. mid. mid.	0 8 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2	0 8 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2 5 2
mid. -1 +1 eos fin. eos eos eos -2 -2 -1 -1 mid. mid.	0 6	0 6
+2 -1 +2 -3 fin. +1 -1 -2 +2 ini. -2 rep. +2 -3 +3 -1 mid. mid.	0 2 4 17 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10	0 2 4 17 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10
mid. mid. mid. +2 +2 -3 -1 -3 -1 +1 eos +2 mid. mid.	0 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5	0 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5 2 6 5
mid. +1 mid. -3 +3 eos -3 -2 eos +2 ini. -3 -2 mid. -1	0 7 5	0 7 5
mid. mid. mid. -3 eos -2 ini. -3 rep. eos eos +3 -2 eos -2 mid. -2 -2	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
+3 mid. mid. eos -3 +1 eos +3 +2 -3 mid. mid.	0 3	0 3
+1 +1 mid. +1 eos -1 ini. fin. +1 eos eos +3 ini. rep. +1 +3 -3 -2 -3 -1	0 1 2 9	0 1 2 9
mid. mid. -2 +2 eos -2 ini. eos -2 +1 eos eos -3 mid. -3 mid.	0 7	0 7
+1 +1 mid. rep. -2 eos eos -1 eos eos eos mid. mid. -1	0 1 2 6	0 1 2 6
+2 mid. +2 ini. ini. ini. eos -1 +3 +2 fin. -2 -2 mid.	0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4	0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4 0 2 4
+2 +3 mid. +1 eos +1 +2 +3 -3 eos -1 rep. rep. +1 +2 -3 -2 -3	0 2 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8	0 2 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8
mid. +3 +2 +3 -1 -2 +1 rep. -2 ini. -3 +1 -3	0 6 7 8 6 7 8 6 7 8 6 7 8 6 7 8 6 7 8 6 7 8 6 7	0 6 7 8 6 7 8 6 7 8 6 7 8 6 7 8 6 7 8 6 7 8 6 7
mid. mid. -1 +1 fin. +3 +3 eos rep. rep. -3 -3 -2 -2 -1 rep. +2 mid. -2	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
mid. -1 mid. +1 -2 eos eos eos -1 -1 +1 -2	0 5	0 5
+2 +2 +3 ini. rep. eos +2 +1 +2 -1 -2	0 2 5	0 2 5
+3 +1 mid. +2 +1 +1 +2 -3 mid. -2 mid.	0 3 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5	0 3 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5 6 8 5
mid. +3 mid. eos +1 rep. ini. -1 rep. fin. eos +2 eos ini. +2 -2 mid.	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
+2 +3 mid. ini. eos eos +2 fin. eos mid. -3 -1	0 2 5	0 2 5
+2 +3 -2 +1 -2 -2 +2 eos +1 ini. eos +2 +2 +2 ini. eos +3 -2 -1 -3	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
mid. mid. +2 eos eos +3 eos eos -2 mid. +1 mid.	0 5 8 6	0 5 8 6
+2 +2 +1 -3 -2 rep. +1 eos eos -3 eos -1 mid. mid.	0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3	0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3 0 2 3
mid. mid. +2 -2 eos +3 fin. -1 ini. -1 +1 -2	0 5 8 0 5 8 0 5 8 0 5 8 0 5 8 0 5 8 0 5 8 0 5 8	0 5 8 0 5 8 0 5 8 0 5 8 0 5 8 0 5 8 0 5 8 0 5 8
mid. mid. mid. eos +3 eos ini. -2 -3 -3 +1 ini. -2 -2 -2	0 7 5	0 7 5
+1 mid. -1 rep. eos -3 +3 +2 rep. ini. +2 +1 mid.	0 1 6 9 0 1 6 9 0 1 6 9 0 1 6 9 0 1 6 9 0 1 6 9	0 1 6 9 0 1 6 9 0 1 6 9 0 1 6 9 0 1 6 9 0 1 6 9
+3 mid. mid. +2 +3 +2 fin. ini. -3 +1 -3 +2 +3 -1 mid. -2 -3	0 3 5 7 0 3 5 7 0 3 5 7 0 3 5 7 0 3 5 7 0 3 5 7	0 3 5 7 0 3 5 7 0 3 5 7 0 3 5 7 0 3 5 7 0 3 5 7
+3 +1 mid. +3 fin. fin. -2 eos -3 +2 +3 +3 +2 -1 -3 -1 ini. +2 -3 mid.	0 3 6 4 19 9 11 14 11 14 11 14 11 14 11 14 11 14 11 14 11 14 11 14	0 3 6 4 19 9 11 14 11 14 11 14 11 14 11 14 11 14 11 14 11 14 11 14
+2 +1 +3 ini. +2 +3 fin. +3 eos fin. eos +2 rep. -2 -3 mid.	0 2 5 8	0 2 5 8
+1 mid. -2 +1 -2 eos +3 rep. rep. -1 eos -2 -1 mid.	0 1 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9	0 1 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9 8 7 6 9
mid. mid. +2 -1 rep. -2 +1 -2 +1 -2 -2 rep. fin. -1 -2 mid. mid. -1	0 8 9 7 5 3 2 4 6 7 5 3 2 4 6 7 5 3 2 4 6 7 5 3	0 8 9 7 5 3 2 4 6 7 5 3 2 4 6 7 5 3 2 4 6 7 5 3
mid. +1 mid. eos eos eos eos +3 -1 +1 -1 -1	0 5	0 5
mid. mid. +2 -2 -2 -1 eos -3 -3 -2 -3 -3 eos -3 +1 +3 +1 +1 -2	0 9 7 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4	0 9 7 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4 2 4
+3 +3 +3 +3 rep. -2 -2 rep. -1 eos eos -1 -2 fin. rep. -2 -2 mid. mid.	0 3 6 4 2 5 3 6 4 2 5 3 6 4 2 5 3 6 4 2 5 3 6 4	0 3 6 4 2 5 3 6 4 2 5 3 6 4 2 5 3 6 4 2 5 3 6 4
+2 mid. +2 -2 +3 -1 -2 fin. rep. eos -1 eos -3 mid. -3	0 2 4 7 14 11	0 2 4 7 14 11
+3 -1 mid. eos eos +1 +2 -2 -2 -3 mid.	0 3	0 3
mid. mid. mid. eos -3 eos -1 +1 fin. eos +2 -3 -2	0 6 5	0 6 5
+1 -1 -1 eos eos eos ini. ini. +1 mid. -1 mid.	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
mid. +3 mid. -2 +2 -2 -1 rep. rep. +1 fin. fin. +3 eos fin. rep. +3 mid. mid. -1	0 9 10 19 18 9 10 19 18 9 10 19 18 9 10 19 18 9 10 19 18 9 10 19	0 9 10 19 18 9 10 19 18 9 10 19 18 9 10 19 18 9 10 19 18 9 10 19
mid. -1 mid. -2 eos rep. -2 -1 -2 rep. -2 +1 eos +1 -1 -2 -1 -2	0 8 6 4	0 8 6 4
+3 mid. mid. eos rep. eos rep. eos eos mid. -3 -2	0 3	0 3
+1 +1 +3 eos eos rep. eos +1 fin. +2 mid. mid. mid.	0 1 2 5 8 12 6	0 1 2 5 8 12 6
mid. mid. +3 eos eos eos +1 -2 ini. rep. -3 mid. mid.	0 6 7 5	0 6 7 5
+3 +1 mid. -2 -3 +1 +2 eos +2 rep. +1 rep. ini. +1 -3 -3	0 3 1 2 7	0 3 1 2 7
+1 +1 -2 -2 fin. -2 eos fin. -2 mid. -2 mid.	0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2	0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2
mid. +3 +2 eos eos +3 rep. -3 eos ini. rep. eos -2 -1 mid.	0 7 4	0 7 4
mid. mid. -1 +3 -3 +1 -1 rep. +2 eos eos eos +3 mid. -2 mid.	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
+1 -1 +3 ini. ini. +2 eos +1 -3 mid. -1 -1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
mid. -1 -2 +1 rep. eos ini. -2 eos mid. -2 mid.	0 5	0 5
