+3 mid. mid. -1 ini. fin. eos eos -2 mid. -1	0 3 2 5 10 9 5 10 9 5 10 9 5 10 9 5 10 9 5 10 9 5 10 9
+2 mid. +2 +2 -3 eos -2 fin. ini. fin. mid. mid. -2	0 2 4 1 6 4 1 6 4 1 6 4 1 6 4 1 6 4 1 6 4 1 6 4
+1 mid. mid. -3 -2 +1 +1 +2 +2 eos rep. +1 fin. +2 +2 +1 mid. -1 mid.	0 1 9
mid. mid. +1 -3 ini. +1 ini. ini. +3 eos eos -2 +2 -1 -3 mid. -3	0 8 11 9
mid. mid. mid. rep. eos +1 eos rep. +1 -1 eos -2 mid. mid.	0 6
mid. -1 +3 -3 -2 eos -1 rep. eos eos -3 -1 fin. -3 -2 -2 -3	0 8
mid. -1 -2 +2 -1 -3 fin. eos +1 +1 ini. +2 -3 mid. mid.	0 7
+2 mid. mid. ini. -1 -3 -1 rep. +3 -3 rep. +2 fin. eos -1 -3 mid.	0 2 8 11 13
+2 mid. +3 fin. eos +1 -3 +2 ini. fin. ini. -2 +1 -1 +1 mid. mid.	0 2 5 6 3 16 8 0 2 5 6 3 16 8 0 2 5 6 3 16 8 0 2 5
+1 mid. +3 ini. ini. eos -3 eos eos -1 -1 mid. mid. mid.	0 1 6 3 0 1 6 3 0 1 6 3 0 1 6 3 0 1 6 3 0 1 6 3
mid. +2 mid. +1 rep. +2 -1 eos ini. -3 ini. -1 -2 -1	0 6 5 7
mid. +1 +3 ini. -2 +3 -1 +3 rep. eos eos fin. -1 -1 -3 mid. mid. -1	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
+1 +3 mid. -1 rep. eos -3 eos eos +2 +1 -3	0 1 4 7
mid. +3 +2 -1 -1 eos +2 +2 rep. eos +2 +1 mid. -3	0 6 8 10 12 6 8 10 12 6 8 10 12 6 8 10 12 6 8 10 12 6 8 10
mid. +2 +2 ini. -2 fin. +1 eos rep. eos +2 eos rep. +2 -3 mid.	0 7
mid. eos +3 fin. ini. -1 eos eos rep. fin. +1 fin. +2 mid. -2	0 7
+3 mid. -1 ini. fin. eos rep. eos +1 eos -2 +3 +1 mid. mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
+1 mid. mid. eos -3 rep. +1 eos -1 -1 -2 -2	0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
mid. +2 +1 +2 eos fin. fin. -1 -3 -2 +2 rep. mid. mid. -3	0 7 6 14 11 8 5 14 11 8 5 14 11 8 5 14 11 8 5 14 11 8 5 14
+1 +1 mid. rep. ini. -1 ini. +2 +1 +1 eos -3 mid. mid.	0 1 2 6 0 1 2 6 0 1 2 6 0 1 2 6 0 1 2 6 0 1 2 6
mid. +2 +3 +3 +1 -1 ini. -1 mid. mid. -2	0 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5
mid. +3 -1 +3 ini. eos eos eos -2 -1 +1 -2	0 5
+1 +1 -2 -2 ini. +3 ini. -2 fin. -3 eos eos -2 +3 mid. mid. -2	0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2 0 1 2
+1 +3 -2 +3 +3 +3 +2 +3 +3 rep. -1 +2 eos +2 -3 fin. -2 -3 mid.	0 1 4 7 10 9 8 11 13 15 18 9 9 9 9 9 9 9 9 9 9 9 9 9
mid. +1 mid. +1 eos ini. eos eos -1 -3 mid.	0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5 0 5
+2 +3 +1 -2 -1 eos fin. +2 +1 +1 rep. +3 -2 +3 ini. -3 -2 +2 -3 mid.	0 2 3 1 4 3 1 4 3 1 4 3 1 4 3 1 4 3 1 4 3 1 4 3
+2 -1 -2 +2 ini. eos +3 +2 -1 mid. mid.	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
mid. mid. -1 eos rep. eos -3 eos eos -1 +3 mid. mid. -1	0 6 3
+3 +3 mid. fin. +3 +2 +3 +1 eos mid. -3 mid.	0 3 11 5 7 8
mid. mid. mid. eos fin. eos fin. -2 +1 eos eos mid. mid. mid.	0 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6
mid. +2 -1 +2 fin. eos fin. ini. +2 -2 +3 -1 +3 fin. +2 mid. mid.	0 8 10 13 16 8 10 13 16 8 10 13 16 8 10 13 16 8 10 13 16 8 10 13
+2 +1 +1 +3 eos +3 fin. +3 fin. -3 +2 eos -1 fin. +2 eos -3 -1 -1	0 2 3 6 18 17 16 13 18 17 16 13 18 17 16 13 18 17 16 13 18 17 16 13
mid. mid. mid. -1 eos +3 rep. +2 +1 +1 -3 -3 -1	0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
mid. mid. +2 ini. eos -3 -3 -2 mid. mid. mid.	0 5 2 4
mid. +1 +1 eos eos rep. +1 eos eos +1 +1 mid. -3	0 6 7
+3 -1 +3 -2 eos +1 +1 ini. +3 -2 +1 +2 -1 -2 -3 mid.	0 3 1 0 3 1 0 3 1 0 3 1 0 3 1 0 3 1 0 3 1 0 3 1
+2 +1 +3 eos -2 eos +3 eos rep. eos eos -1 +2 -1 -1	0 2 5
+3 +1 mid. rep. -3 -2 +2 +2 +3 eos -1 ini. ini. +2 +3 eos -1 +2 -1 mid.	0 3 6 8 11 0 3 6 8 11 0 3 6 8 11 0 3 6 8 11 0 3 6 8
+2 +2 -1 eos ini. +3 +3 +3 eos +2 -3 eos rep. mid. mid. -2	0 2 1 3
+3 +1 mid. rep. +2 eos eos +1 eos -3 +1 ini. eos +1 +1 mid.	0 3 6
+2 mid. -1 rep. eos -2 -2 rep. +1 +2 -1 +1 +2 -1 mid. +1 -3	0 2 1 8 9 11 12 14 8 9 11 12 14 8 9 11 12 14 8 9 11 12 14 8
mid. -1 mid. -1 ini. ini. +2 eos -1 +1 rep. eos ini. +2 -1 +1 mid. -3 -3	0 9 10 11
+3 +2 -1 -3 ini. +1 +3 fin. -2 -1 ini. eos eos -3 mid. mid. mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
+1 mid. mid. eos ini. -1 eos -2 fin. +2 +3 -3 -3 -2 mid.	0 1 7 5 4 0 1 7 5 4 0 1 7 5 4 0 1 7 5 4 0 1 7 5
+3 +2 mid. -3 rep. -1 +3 +3 +3 rep. rep. rep. mid. +1 mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
mid. mid. mid. eos -1 ini. -3 eos eos +2 -2 eos -1 mid. -3	0 7
mid. +2 +1 fin. +2 ini. eos eos eos rep. mid. -3 -1	0 6
+1 -1 mid. eos +1 +3 +1 rep. -3 +1 -3 fin. +2 -2 +1 mid. mid. mid.	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
mid. mid. -1 -3 eos eos fin. fin. -2 +1 -1	0 5
+1 mid. +2 -1 eos -3 -1 ini. -3 eos eos +1 eos rep. eos +1 -3 -2 -1	0 1 9
mid. mid. +2 +3 +1 +1 -3 +2 -3 -2 -2 eos +3 mid. -3 mid.	0 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7 9 7
mid. +3 +1 fin. -2 ini. rep. rep. eos ini. eos ini. -2 -1 mid.	0 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
mid. -1 +3 -1 +1 ini. ini. +1 +2 +2 rep. eos +2 fin. -1 +2 mid. -3	0 8 10 12 14 13 17 14 13 17 14 13 17 14 13 17 14 13 17 14 13 17 14 13
